ts;uuid;id_user;gclid;user_recurrent;url_landing;url base;gclid;id user;uuid
2021-09-06 0:3:5.816;5d612df4-b04a-48b3-a398-25e542d0d7cf;fe1e23b7-5925-428e-b103-c1803a8a802a;Cj0KCQjw1dGJBhD4ARIsANb6OdkNOTEPAcfCTEAhlJfk6gfW8q3jYHKPR9gh0BB9cT32y2lmnxF79l0aAh6NEALw_wcB;true;gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkNOTEPAcfCTEAhlJfk6gfW8q3jYHKPR9gh0BB9cT32y2lmnxF79l0aAh6NEALw_wcB&idUser=fe1e23b7-5925-428e-b103-c1803a8a802a&uuid=5d612df4-b04a-48b3-a398-25e542d0d7cf&camp=732187328&adg=46724581628&device=m&sl=&adv=533531999904&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:3:27.098;2ae80a9e-4a1d-495f-bfc7-24a2ee462cda;5fcc8b47-8fa0-4791-a6b8-6260f2ab0888;Cj0KCQjw1dGJBhD4ARIsANb6OdmYnQIBLDemeVg6nbOtVVlqgU02Z3FgfQEefr98pUEyPdUTCj-CQWAaAlhyEALw_wcB;false;ixs-electrico/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdmYnQIBLDemeVg6nbOtVVlqgU02Z3FgfQEefr98pUEyPdUTCj-CQWAaAlhyEALw_wcB&idUser=5fcc8b47-8fa0-4791-a6b8-6260f2ab0888&uuid=2ae80a9e-4a1d-495f-bfc7-24a2ee462cda&camp=1646697023&adg=61477462725&device=c&sl=&adv=379120564696&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:3:30.475;e8cbd723-b9ec-4a61-8044-bd7d30756154;add08a93-d03a-449c-bf09-9c1535ce2419;Cj0KCQjw1dGJBhD4ARIsANb6OdkuQkoBgr2y0lU5c3la2saj9oRGyLDv4oI4MbcJWMVP-SYlnZXuRE4aAllHEALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkuQkoBgr2y0lU5c3la2saj9oRGyLDv4oI4MbcJWMVP-SYlnZXuRE4aAllHEALw_wcB&idUser=add08a93-d03a-449c-bf09-9c1535ce2419&uuid=e8cbd723-b9ec-4a61-8044-bd7d30756154&camp=1648648995&adg=62589383945&device=m&sl=&adv=481025151787&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:3:48.196;c75d0e0d-f3de-4746-ae66-72fbf4d7bf71;0882f78e-0295-458a-934d-18278c31adc7;Cj0KCQjw1dGJBhD4ARIsANb6OdmPt8bwmNTJnZJinw0MUhH75_4WlKH36no7PBu4LfpRJSXUXFNAbdcaAivkEALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdmPt8bwmNTJnZJinw0MUhH75_4WlKH36no7PBu4LfpRJSXUXFNAbdcaAivkEALw_wcB&idUser=0882f78e-0295-458a-934d-18278c31adc7&uuid=c75d0e0d-f3de-4746-ae66-72fbf4d7bf71&camp=1648648995&adg=62589383945&device=m&sl=&adv=481025151796&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:4:0.649;2817a76c-b912-49f0-b826-31d92fb38acf;c33f22df-997a-481f-9d51-df94e0689d3d;Cj0KCQjw1dGJBhD4ARIsANb6Odnrixsd4Gcl1wcT68auujAEYLofThCVp8AbOJ091C2UeTkfHLvFnbcaAsvwEALw_wcB;true;gclid=Cj0KCQjw1dGJBhD4ARIsANb6Odnrixsd4Gcl1wcT68auujAEYLofThCVp8AbOJ091C2UeTkfHLvFnbcaAsvwEALw_wcB&idUser=c33f22df-997a-481f-9d51-df94e0689d3d&uuid=2817a76c-b912-49f0-b826-31d92fb38acf&camp=732187328&adg=46724581628&device=c&sl=&adv=533655604703&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 13:44:21.471;54bfdfe1-69ca-4e22-bf78-90923d1e9bf9;59257b75-5389-49e4-b1aa-5997ecfdc7f9;Cj0KCQjw1dGJBhD4ARIsANb6OdkF0-DcGTMMXczOIXbbjKMfjn7bHPBg7e6ItklUZjUBlrkdO5OLMe0aAjXvEALw_wcB;true;cea/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkF0-DcGTMMXczOIXbbjKMfjn7bHPBg7e6ItklUZjUBlrkdO5OLMe0aAjXvEALw_wcB&idUser=59257b75-5389-49e4-b1aa-5997ecfdc7f9&uuid=54bfdfe1-69ca-4e22-bf78-90923d1e9bf9&camp=1648174978&adg=62589482065&device=m&sl=&adv=494939238432&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:4:26.438;d7a9fa73-c3e6-41f7-9eb1-d87620d9ab0d;53f1a3fa-8fc4-4aeb-87a0-dcbe059339ae;EAIaIQobChMIwPu5t4qs3AIVAQAAAB0BAAAAEAAYACAAEgJVzfD_BwE;false;life/gclid=EAIaIQobChMIwPu5t4qs3AIVAQAAAB0BAAAAEAAYACAAEgJVzfD_BwE&idUser=53f1a3fa-8fc4-4aeb-87a0-dcbe059339ae&uuid=d7a9fa73-c3e6-41f7-9eb1-d87620d9ab0d&camp=13352855428&adg=126733863807&device=m&sl=&adv=525407334173&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:4:40.306;4f9eaa73-c3e6-41f7-9eb1-d87620d9ab0d;cbe653fa-8fc4-4aeb-87a0-dcbe059339ae;EAIaIQobChMIwPu5t4qs3AIVAQAAAB0BAAAAEAAYACAAEgJVzfD_BwE;false;k43/descargar-catalogo/gclid=EAIaIQobChMIwPu5t4qs3AIVAQAAAB0BAAAAEAAYACAAEgJVzfD_BwE&idUser=cbe653fa-8fc4-4aeb-87a0-dcbe059339ae&uuid=4f9eaa73-c3e6-41f7-9eb1-d87620d9ab0d&camp=1724235562&adg=67441804237&device=m&sl=&adv=379120588054&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:4:40.790;daaaea02-a7b3-4291-9148-7379e81d4ad4;e604825d-b780-48d1-b65b-89e86e0671d5;Cj0KCQjw1dGJBhD4ARIsANb6OdnvNrss0CmT-b4WqktU6P5MbIFRk3bj0fRDq3WBnywko-rK6yEQEZsaAlSYEALw_wcB;false;clin200/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnvNrss0CmT-b4WqktU6P5MbIFRk3bj0fRDq3WBnywko-rK6yEQEZsaAlSYEALw_wcB&idUser=e604825d-b780-48d1-b65b-89e86e0671d5&uuid=daaaea02-a7b3-4291-9148-7379e81d4ad4&camp=13352768128&adg=118216881010&device=m&sl=&adv=525403074122&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:4:43.202;c31cef27-700f-4e75-a5e2-2f10427b8b9b;ad983b54-d48c-4aa8-9241-b5c49d83428c;Cj0KCQjw1dGJBhD4ARIsANb6OdnCz3gI3tgGzbLgHXP-br2VFReSsUh4IG2PSS2YKBMre3V4JhrOxdIaAg4lEALw_wcB;true;gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnCz3gI3tgGzbLgHXP-br2VFReSsUh4IG2PSS2YKBMre3V4JhrOxdIaAg4lEALw_wcB&idUser=ad983b54-d48c-4aa8-9241-b5c49d83428c&uuid=c31cef27-700f-4e75-a5e2-2f10427b8b9b&camp=732187328&adg=46724581628&device=m&sl=&adv=533655604703&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:4:47.293;0dc35d5b-f8f3-4b4b-aa69-bf1460fbfc8d;ce821ef9-b1b1-4fe8-96e8-7caafedb84f2;Cj0KCQjw1dGJBhD4ARIsANb6OdnsCY-bxFKzl3bvdvI_lrDV5Bq27haMizYYbSX0l9DKNOA9LPH9FdMaAhHHEALw_wcB;true;gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnsCY-bxFKzl3bvdvI_lrDV5Bq27haMizYYbSX0l9DKNOA9LPH9FdMaAhHHEALw_wcB&idUser=ce821ef9-b1b1-4fe8-96e8-7caafedb84f2&uuid=0dc35d5b-f8f3-4b4b-aa69-bf1460fbfc8d&camp=732187328&adg=46724581628&device=m&sl=&adv=533655604703&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:5:10.227;0bfa16dc-a483-4671-8bf6-41cff60b89b1;efb412fe-c584-4eaf-8523-f1e1b63ac171;Cj0KCQjw1dGJBhD4ARIsANb6OdmpcXHqrCa4XHwj1XQTGt_Bpef3Js0Q6PmQVmKnVuQzsr0snXVSeTcaAtY1EALw_wcB;false;clin400/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdmpcXHqrCa4XHwj1XQTGt_Bpef3Js0Q6PmQVmKnVuQzsr0snXVSeTcaAtY1EALw_wcB&idUser=efb412fe-c584-4eaf-8523-f1e1b63ac171&uuid=0bfa16dc-a483-4671-8bf6-41cff60b89b1&camp=732401028&adg=46724585188&device=m&sl=&adv=477211734929&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:5:13.225;daaaea02-a7b3-4291-9148-7379e81d4ad4;e604825d-b780-48d1-b65b-89e86e0671d5;Cj0KCQjw1dGJBhD4ARIsANb6OdnvNrss0CmT-b4WqktU6P5MbIFRk3bj0fRDq3WBnywko-rK6yEQEZsaAlSYEALw_wcB;true;clin200/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnvNrss0CmT-b4WqktU6P5MbIFRk3bj0fRDq3WBnywko-rK6yEQEZsaAlSYEALw_wcB&idUser=e604825d-b780-48d1-b65b-89e86e0671d5&uuid=daaaea02-a7b3-4291-9148-7379e81d4ad4&camp=13352768128&adg=118216881010&device=m&sl=&adv=525403074122&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:5:38.761;60d993de-9544-4968-8d6b-f0ccffd87e0d;bc42ffd1-d825-436a-9f5c-c4c5a6642509;Cj0KCQjw1dGJBhD4ARIsANb6OdkUVh30nQvS_dr2sEPXeAh_8598291sv8FUE52jPx6ueS9jKjeY1nkaAu9iEALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkUVh30nQvS_dr2sEPXeAh_8598291sv8FUE52jPx6ueS9jKjeY1nkaAu9iEALw_wcB&idUser=bc42ffd1-d825-436a-9f5c-c4c5a6642509&uuid=60d993de-9544-4968-8d6b-f0ccffd87e0d&camp=1648648995&adg=62589383945&device=m&sl=55827747438&adv=481025151796&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:8:18.344;a6456565-3f3e-4228-ae6e-d186e17a0eda;3f146eaf-172f-45c2-8d23-fba1446eb653;Cj0KCQjw1dGJBhD4ARIsANb6OdnI7UqCPlAqtRzH_jIBmQzrMb6Xw6V0-3FZu_lfmBqUkASb1n1ueBEaAotSEALw_wcB;false;cea/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnI7UqCPlAqtRzH_jIBmQzrMb6Xw6V0-3FZu_lfmBqUkASb1n1ueBEaAotSEALw_wcB&idUser=3f146eaf-172f-45c2-8d23-fba1446eb653&uuid=a6456565-3f3e-4228-ae6e-d186e17a0eda&camp=1648646316&adg=58613330770&device=m&sl=&adv=494939238438&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:9:32.221;f0167486-808f-406f-b9a1-f3802c08f357;f9e2c1a3-9ac0-4ffe-9873-de8231d0b6b8;Cj0KCQjw1dGJBhD4ARIsANb6Odmh8nZ3zw1vQyLxFqh0ktU9261RUuKLMqvOzFw6cqmgdBa2lEkyRlMaAoV4EALw_wcB;false;gclid=Cj0KCQjw1dGJBhD4ARIsANb6Odmh8nZ3zw1vQyLxFqh0ktU9261RUuKLMqvOzFw6cqmgdBa2lEkyRlMaAoV4EALw_wcB&idUser=f9e2c1a3-9ac0-4ffe-9873-de8231d0b6b8&uuid=f0167486-808f-406f-b9a1-f3802c08f357&camp=732187328&adg=46724581628&device=m&sl=&adv=533655604703&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:10:32.157;c31cef27-700f-4e75-a5e2-2f10427b8b9b;ad983b54-d48c-4aa8-9241-b5c49d83428c;Cj0KCQjw1dGJBhD4ARIsANb6OdnCz3gI3tgGzbLgHXP-br2VFReSsUh4IG2PSS2YKBMre3V4JhrOxdIaAg4lEALw_wcB;true;gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkQSu1pDM8Ak-pZzOEzL1r6YRNO3dgerc5MgO0ml_J5nLw03DwZXTcaAs_aEALw_wcB&idUser=666c9866-b5a4-4f4c-9985-a6a8cbf4e680&uuid=d84e9cdd-08b5-405d-97c7-eb78ad187a5b&camp=732187328&adg=46724581628&device=c&sl=&adv=533655604703&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:11:10.616;d84e9cdd-08b5-405d-97c7-eb78ad187a5b;666c9866-b5a4-4f4c-9985-a6a8cbf4e680;Cj0KCQjw1dGJBhD4ARIsANb6OdkQSu1pDM8Ak-pZzOEzL1r6YRNO3dgerc5MgO0ml_J5nLw03DwZXTcaAs_aEALw_wcB;true;cea/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnNoir5uib6uzhGF9uQ7Do6-nMk9ItF8kaSORcGU6JpIQX4gqwpUgMaAnTIEALw_wcB&idUser=3f146eaf-172f-45c2-8d23-fba1446eb653&uuid=a6456565-3f3e-4228-ae6e-d186e17a0eda&camp=1648646316&adg=58613330770&device=m&sl=55827747411&adv=494939238438&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:11:10.739;a6456565-3f3e-4228-ae6e-d186e17a0eda;3f146eaf-172f-45c2-8d23-fba1446eb653;Cj0KCQjw1dGJBhD4ARIsANb6OdnNoir5uib6uzhGF9uQ7Do6-nMk9ItF8kaSORcGU6JpIQX4gqwpUgMaAnTIEALw_wcB;true;gclid=EAIaIQobChMIwJWn_ofp8gIVBuR3CcomY9QfTEAAYASAAEgIDXvD_BwE&idUser=e55feb88-da64-4eca-abb5-57385ad01853&uuid=579d80ab-9632-435d-8158-a43a2a3b10f6&camp=732187328&adg=46724581628&device=c&sl=&adv=533655604703&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:12:9.065;579d80ab-9632-435d-8158-a43a2a3b10f6;e55feb88-da64-4eca-abb5-57385ad01853;EAIaIQobChMIwJWn_ofp8gIVBuR3Ch1Y9QfTEAAYASAAEgIDXvD_BwE;false;tria-hibrido/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnfkWZhSxlOmTpAZFOC7eG3Rb1Jl1K3AybbgAZnZDiTrYY2nt78UMcaAnLBEALw_wcB&idUser=9ca6ce29-90d1-4cab-b017-4281a1699427&uuid=2f2757bd-ac81-41b0-9188-aa7e320e3ea0&camp=1725352245&adg=73019156532&device=t&sl=&adv=481025151991&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:13:4.787;2f2757bd-ac81-41b0-9188-aa7e320e3ea0;9ca6ce29-90d1-4cab-b017-4281a1699427;Cj0KCQjw1dGJBhD4ARIsANb6OdnfkWZhSxlOmTpAZFOC7eG3Rb1Jl1K3AybbgAZnZDiTrYY2nt78UMcaAnLBEALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkGinPuBStihlgkhxJFsYhruxpKRYVYzct7l8_BJu4CVaX_OMqBkV4aAhdiEALw_wcB&idUser=ca21f8f5-b7ef-42e0-96dc-759d413e36ca&uuid=7d557b7e-802d-430c-8b3b-a99750d3afd6&camp=1648648995&adg=62589383945&device=m&sl=&adv=481025151796&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:15:0.366;7d557b7e-802d-430c-8b3b-a99750d3afd6;ca21f8f5-b7ef-42e0-96dc-759d413e36ca;Cj0KCQjw1dGJBhD4ARIsANb6OdkGinPuBStihlgkhxJFsYhruxpKRYVYzct7l8_BJu4CVaX_OMqBkV4aAhdiEALw_wcB;false;dep30/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnBpJswjqZIFTtzlELLPqkd_vdGQwDMTEAwV_Pl4F7pRTNeBSNWGhwaAqXsEALw_wcB&idUser=e2e49d19-9c98-4e93-9f97-914d94ee5fcf&uuid=00b09614-0453-4a03-bfc0-c53679e873ac&camp=1042446156&adg=63912889335&device=m&sl=&adv=528158594826&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:15:20.859;00b09614-0453-4a03-bfc0-c53679e873ac;e2e49d19-9c98-4e93-9f97-914d94ee5fcf;Cj0KCQjw1dGJBhD4ARIsANb6OdnBpJswjqZIFTtzlELLPqkd_vdGQwDMTEAwV_Pl4F7pRTNeBSNWGhwaAqXsEALw_wcB;false;gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdmLCiiUcneFmLV2bEw8HgVCYLewlrzMnjiEs2GQ4m3ItD8ze41Fo64aAj36EALw_wcB&idUser=a3cdd1ed-3b0f-42b2-97e0-886af6902e2e&uuid=6dbb1eb0-1252-40e0-b5a8-4637bf3dad7b&camp=732187328&adg=46724581628&device=m&sl=&adv=533655604703&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:15:53.638;6dbb1eb0-1252-40e0-b5a8-4637bf3dad7b;a3cdd1ed-3b0f-42b2-97e0-886af6902e2e;Cj0KCQjw1dGJBhD4ARIsANb6OdmLCiiUcneFmLV2bEw8HgVCYLewlrzMnjiEs2GQ4m3ItD8ze41Fo64aAj36EALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6Odk1cK-guZLAAjGpQrgzl9RTzi1IBoJnauFcW9CzPkqEcbX3ocPqSmAaAs4TEALw_wcB&idUser=ca21f8f5-b7ef-42e0-96dc-759d413e36ca&uuid=7d557b7e-802d-430c-8b3b-a99750d3afd6&camp=1648648995&adg=62589383945&device=m&sl=55827747438&adv=481025151796&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:16:11.607;7d557b7e-802d-430c-8b3b-a99750d3afd6;ca21f8f5-b7ef-42e0-96dc-759d413e36ca;Cj0KCQjw1dGJBhD4ARIsANb6Odk1cK-guZLAAjGpQrgzl9RTzi1IBoJnauFcW9CzPkqEcbX3ocPqSmAaAs4TEALw_wcB;true;dep30/gclid=EAIaIQobChMIhsr_gYnp8gIVxQyLCh04MwVEEAAYASAAEgKPB_D_BwE&idUser=215134e8-3170-43dc-8f08-f06438129a9c&uuid=a2bb63f3-d0fe-4e36-be7e-36d052ea7515&camp=1042446156&adg=63912889335&device=m&sl=&adv=528158594826&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:16:49.530;a2bb63f3-d0fe-4e36-be7e-36d052ea7515;215134e8-3170-43dc-8f08-f06438129a9c;EAIaIQobChMIhsr_gYnp8gIVxQyLCh04MwVEEAAYASAAEgKPB_D_BwE;false;dep30/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdkRwcdoHBfBc3hx-hbB3GSlK8QGMg-O8YxT6ozDNv6YKTXhUdz9qVEaAmtDEALw_wcB&idUser=88aba0c0-9347-4de1-a15f-0d68e7a35e61&uuid=379b54bf-49ad-4ca3-ab4e-6aa90c9f75b1&camp=1042446156&adg=63912889335&device=m&sl=&adv=528158594826&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:17:55.309;379b54bf-49ad-4ca3-ab4e-6aa90c9f75b1;88aba0c0-9347-4de1-a15f-0d68e7a35e61;Cj0KCQjw1dGJBhD4ARIsANb6OdkRwcdoHBfBc3hx-hbB3GSlK8QGMg-O8YxT6ozDNv6YKTXhUdz9qVEaAmtDEALw_wcB;false;cea-electrico/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdnOybGaEifwirS6X8Zxy5JCujXymAC3kOfg_p6ME8KndPLSUcx_GVoaAui_EALw_wcB&idUser=0a606fc4-169d-4077-bc21-663c2414fbbb&uuid=034ed550-e3f1-439a-9b6e-a3ce869a1934&camp=1646744098&adg=58527617970&device=m&sl=&adv=497204330116&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:19:0.903;034ed550-e3f1-439a-9b6e-a3ce869a1934;0a606fc4-169d-4077-bc21-663c2414fbbb;Cj0KCQjw1dGJBhD4ARIsANb6OdnOybGaEifwirS6X8Zxy5JCujXymAC3kOfg_p6ME8KndPLSUcx_GVoaAui_EALw_wcB;false;clin400/gclid=EAIaIQobChMImo6U0Inp8gIVGdZ3Ch0mEQRFEAAYASAAEgJk8fD_BwE&idUser=9b14ef31-901b-4de9-8701-cd26e12b258a&uuid=bbf6c356-16b1-41e4-8645-22e7dbbed674&camp=732401028&adg=46724585188&device=m&sl=&adv=477211734920&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:19:34.472;bbf6c356-16b1-41e4-8645-22e7dbbed674;9b14ef31-901b-4de9-8701-cd26e12b258a;EAIaIQobChMImo6U0Inp8gIVGdZ3Ch0mEQRFEAAYASAAEgJk8fD_BwE;false;gclid=EAIaIQobChMI5b2L1onp8gIVRgKLCh30ug9sEAAYASAAEgLXfPD_BwE&idUser=e55feb88-da64-4eca-abb5-57385ad01853&uuid=579d80ab-9632-435d-8158-a43a2a3b10f6&camp=732187328&adg=46724581628&device=c&sl=&adv=533655604703&rec=true&;https://www.metropolis.com/es/;;;
2021-09-06 0:19:41.273;579d80ab-9632-435d-8158-a43a2a3b10f6;e55feb88-da64-4eca-abb5-57385ad01853;EAIaIQobChMI5b2L1onp8gIVRgKLCh30ug9sEAAYASAAEgLXfPD_BwE;true;gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdlEd8BlLsv8awK8Dd1yhLSJCteOOX1vi1GPtmuD59-Yn96pW26OL2gaAvPDEALw_wcB&idUser=a09b5c95-f247-4227-8aba-f8eae300aea0&uuid=dea1435d-b92c-4bd2-9ac5-f4123cbb2399&camp=732187328&adg=46724581628&device=c&sl=&adv=533655604703&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:19:56.634;dea1435d-b92c-4bd2-9ac5-f4123cbb2399;a09b5c95-f247-4227-8aba-f8eae300aea0;Cj0KCQjw1dGJBhD4ARIsANb6OdlEd8BlLsv8awK8Dd1yhLSJCteOOX1vi1GPtmuD59-Yn96pW26OL2gaAvPDEALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6Odn9kInaMrrYkz397yX0L6AdSOlDdyv5oLGtNOUcz-AtOOmvbk0ElQIaAiokEALw_wcB&idUser=ec4f4550-132d-444f-bc78-693f09881ee4&uuid=d4e2d7a0-9dd8-449b-8f04-c940976dd1d1&camp=1648648995&adg=62589383945&device=m&sl=55827747438&adv=481025151787&rec=false&;https://www.metropolis.com/es/;;;
2021-09-06 0:20:47.353;d4e2d7a0-9dd8-449b-8f04-c940976dd1d1;ec4f4550-132d-444f-bc78-693f09881ee4;Cj0KCQjw1dGJBhD4ARIsANb6Odn9kInaMrrYkz397yX0L6AdSOlDdyv5oLGtNOUcz-AtOOmvbk0ElQIaAiokEALw_wcB;false;tria/gclid=Cj0KCQjw1dGJBhD4ARIsANb6OdmGbZW2mLLD7K_7Bi4tZsjQ1Lcl8EjfS_8RTcgw3Dh--GiTJVZBxhAaAmYxEALw_wcB&idUser=ec4f4550-132d-444f-bc78-693f09881ee4&uuid=d4e2d7a0-9dd8-449b-8f04-c940976dd1d1&camp=1648648995&adg=62589383945&device=m&sl=55827747405&adv=481025151787&rec=true&;https://www.metropolis.com/es/;;;
